Name: STRATO3, HW Version: 1.1, SW Version: 2.0, SN: 1001005000548
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Press [hPa];Batt Voltage [V];Logger Status
$;00:54:53;06:52:27;20.07.2019;Y;09;43 41.45246 N;005 49.47467 E;47.898;88.7;79.18;10262.5;11.250;-29.125;4.28;276.920;7.9;66673
$;00:54:55;06:52:29;20.07.2019;Y;09;43 41.45854 N;005 49.51069 E;47.585;88.1;74.38;10267.9;11.250;-29.250;30.144;276.470;8.0;66673
$;00:54:57;06:52:31;20.07.2019;Y;09;43 41.46530 N;005 49.54429 E;44.359;82.1;75.78;10274.8;11.250;-28.625;24.689;276.109;7.9;66673
$;00:54:59;06:52:33;20.07.2019;Y;09;43 41.46937 N;005 49.57890 E;47.898;88.7;84.30;10281.1;11.125;-28.250;25.169;275.739;7.9;66673
$;00:55:01;06:52:35;20.07.2019;Y;09;43 41.47212 N;005 49.61685 E;49.639;91.9;82.42;10288.3;11.125;-28.250;4.280;275.660;7.8;66673
$;00:55:03;06:52:37;20.07.2019;Y;09;43 41.47734 N;005 49.65182 E;44.332;82.1;73.97;10294.5;11.0;-28.625;48.370;275.239;7.9;66673
$;00:55:05;06:52:39;20.07.2019;Y;09;43 41.48404 N;005 49.68257 E;41.391;76.6;75.06;10301.4;11.0;-27.875;12.642;274.750;7.9;66673
$;00:55:07;06:52:41;20.07.2019;Y;09;43 41.48812 N;005 49.71667 E;49.048;90.8;84.18;10308.6;11.0;-27.625;12.611;274.470;7.9;66673
$;00:55:09;06:52:43;20.07.2019;Y;09;43 41.49080 N;005 49.75621 E;52.317;96.8;83.79;10315.5;11.0;-28.0;4.295;274.640;7.9;66673
$;00:55:11;06:52:45;20.07.2019;Y;09;43 41.49478 N;005 49.79233 E;43.387;80.3;78.72;10322.9;11.0;-28.375;4.89;274.320;7.9;66673
$;00:55:13;06:52:47;20.07.2019;Y;09;43 41.49944 N;005 49.82238 E;39.331;72.8;78.61;10329.7;11.0;-28.125;16.747;273.760;7.9;66673
$;00:55:15;06:52:49;20.07.2019;Y;09;43 41.50308 N;005 49.85563 E;48.661;90.1;83.36;10336.2;10.875;-27.750;10.56;273.350;7.9;66673
$;00:55:17;06:52:51;20.07.2019;Y;09;43 41.50661 N;005 49.89558 E;53.667;99.3;82.21;10343.0;10.875;-28.0;4.112;273.440;7.9;66673
$;00:55:19;06:52:53;20.07.2019;Y;09;43 41.51109 N;005 49.93223 E;43.581;80.7;78.94;10351.0;11.0;-28.500;22.453;273.149;7.9;66673
$;00:55:21;06:52:55;20.07.2019;Y;09;43 41.51610 N;005 49.96186 E;38.331;70.9;76.39;10357.9;10.875;-27.750;21.42;272.630;7.9;66673
$;00:55:23;06:52:57;20.07.2019;Y;09;43 41.52120 N;005 49.99469 E;49.061;90.8;78.90;10364.4;10.875;-27.625;4.120;272.459;7.8;66673
$;00:55:25;06:52:59;20.07.2019;Y;09;43 41.52631 N;005 50.03477 E;54.394;100.7;80.38;10371.3;10.875;-28.125;4.82;272.190;7.9;66673
$;00:55:27;06:53:01;20.07.2019;Y;09;43 41.53077 N;005 50.07096 E;42.550;78.8;79.65;10378.6;10.875;-28.500;3.586;272.0;7.9;66673
$;00:55:29;06:53:03;20.07.2019;Y;09;43 41.53522 N;005 50.10109 E;40.453;74.9;78.06;10385.1;10.875;-28.375;7.278;271.380;7.9;66673
$;00:55:31;06:53:05;20.07.2019;Y;09;43 41.54017 N;005 50.13604 E;51.894;96.1;79.07;10391.7;10.750;-28.500;3.464;271.440;7.9;66673
$;00:55:33;06:53:07;20.07.2019;Y;09;43 41.54576 N;005 50.17571 E;50.977;94.4;79.61;10398.8;10.875;-28.875;3.822;271.190;7.9;66673
$;00:55:35;06:53:09;20.07.2019;Y;09;43 41.55054 N;005 50.20957 E;39.965;74.0;78.31;10405.6;10.750;-29.125;8.469;271.29;7.9;66673
$;00:55:37;06:53:11;20.07.2019;Y;09;43 41.55510 N;005 50.23949 E;42.614;78.9;78.86;10412.3;10.750;-28.625;3.838;270.589;7.9;66673
$;00:55:39;06:53:13;20.07.2019;Y;09;43 41.55966 N;005 50.27633 E;53.710;99.4;80.22;10418.6;10.750;-29.0;3.326;270.420;7.9;66673
$;00:55:41;06:53:15;20.07.2019;Y;09;43 41.56517 N;005 50.31651 E;50.905;94.2;78.51;10426.4;10.750;-29.250;3.822;270.89;7.9;66673
$;00:55:43;06:53:17;20.07.2019;Y;09;43 41.57044 N;005 50.34918 E;38.619;71.5;76.43;10432.5;10.625;-29.625;3.418;269.880;7.9;66673
$;00:55:45;06:53:19;20.07.2019;Y;09;43 41.57526 N;005 50.37837 E;42.220;78.1;78.93;10439.7;10.750;-29.250;3.418;269.570;7.9;66673
$;00:55:47;06:53:21;20.07.2019;Y;09;43 41.57951 N;005 50.41510 E;54.140;100.2;81.46;10445.6;10.750;-29.625;3.67;269.399;7.9;66673
$;00:55:49;06:53:23;20.07.2019;Y;09;43 41.58401 N;005 50.45590 E;51.010;94.4;80.96;10453.1;10.750;-30.0;3.197;269.130;7.9;66673
$;00:55:51;06:53:25;20.07.2019;Y;09;43 41.58880 N;005 50.48915 E;39.162;72.5;77.15;10459.6;10.625;-30.0;49.439;268.790;7.9;66673
$;00:55:53;06:53:27;20.07.2019;Y;09;43 41.59373 N;005 50.51887 E;42.489;78.6;77.66;10466.2;10.625;-29.250;5.203;268.429;7.9;66673
$;00:55:55;06:53:29;20.07.2019;Y;09;43 41.59903 N;005 50.55558 E;53.672;99.4;78.99;10471.9;10.750;-29.375;12.802;268.130;7.9;66673
$;00:55:57;06:53:31;20.07.2019;Y;09;43 41.60525 N;005 50.59547 E;50.448;93.4;76.79;10479.9;10.500;-29.250;3.517;267.869;7.9;66673
$;00:55:59;06:53:33;20.07.2019;Y;09;43 41.61064 N;005 50.62850 E;39.524;73.1;78.58;10486.9;10.625;-29.625;7.378;267.790;7.9;66673
$;00:56:01;06:53:35;20.07.2019;Y;09;43 41.61436 N;005 50.65856 E;42.139;78.0;80.28;10494.0;10.500;-29.125;3.517;267.450;7.9;66673
$;00:56:03;06:53:37;20.07.2019;Y;09;43 41.62032 N;005 50.69443 E;52.482;97.1;74.68;10500.6;10.375;-29.750;3.120;267.299;7.9;66673
$;00:56:05;06:53:39;20.07.2019;Y;09;43 41.62802 N;005 50.73286 E;50.015;92.6;74.23;10508.4;10.250;-30.125;3.67;266.959;7.9;66673
$;00:56:07;06:53:41;20.07.2019;Y;09;43 41.63360 N;005 50.76587 E;40.008;74.0;79.57;10515.3;10.375;-30.500;3.98;266.700;7.9;66673
$;00:56:09;06:53:43;20.07.2019;Y;09;43 41.63676 N;005 50.79688 E;43.870;81.2;81.81;10521.4;10.250;-30.375;3.14;266.450;7.9;66673
$;00:56:11;06:53:45;20.07.2019;Y;09;43 41.64201 N;005 50.83396 E;53.395;98.8;76.57;10527.8;10.375;-30.625;2.731;266.130;7.9;66673
$;00:56:13;06:53:47;20.07.2019;Y;09;43 41.64921 N;005 50.87294 E;50.181;92.9;75.87;10535.4;10.250;-30.875;3.265;265.980;7.9;66673
$;00:56:15;06:53:49;20.07.2019;Y;09;43 41.65419 N;005 50.90592 E;39.586;73.3;81.16;10541.4;10.250;-31.125;2.754;265.790;7.9;66673
$;00:56:17;06:53:51;20.07.2019;Y;09;43 41.65747 N;005 50.93564 E;41.468;76.7;79.98;10548.3;10.250;-31.125;12.100;265.239;7.9;66673
$;00:56:19;06:53:53;20.07.2019;Y;09;43 41.66345 N;005 50.97116 E;52.632;97.4;75.19;10554.3;10.250;-30.875;2.800;265.260;7.9;66673
$;00:56:21;06:53:55;20.07.2019;Y;09;43 41.67105 N;005 51.01080 E;52.080;96.4;76.20;10560.7;10.125;-31.375;3.128;265.19;7.9;66673
$;00:56:23;06:53:57;20.07.2019;Y;09;43 41.67642 N;005 51.04504 E;40.776;75.5;79.28;10567.2;10.250;-31.500;2.831;264.820;7.9;66673
$;00:56:25;06:53:59;20.07.2019;Y;09;43 41.68065 N;005 51.07433 E;39.947;73.9;77.61;10574.2;10.125;-31.750;22.331;264.269;7.9;66673
$;00:56:27;06:54:01;20.07.2019;Y;09;43 41.68702 N;005 51.10903 E;52.511;97.2;75.55;10580.6;10.0;-31.500;2.693;264.279;7.9;66673
$;00:56:29;06:54:03;20.07.2019;Y;09;43 41.69433 N;005 51.14884 E;52.064;96.4;75.62;10587.6;10.125;-31.875;2.991;263.950;7.9;66673
$;00:56:31;06:54:05;20.07.2019;Y;09;43 41.70084 N;005 51.18263 E;40.585;75.1;74.60;10593.6;10.0;-32.125;3.181;263.820;7.9;66673
$;00:56:33;06:54:07;20.07.2019;Y;09;43 41.70667 N;005 51.21224 E;41.878;77.5;75.80;10601.5;10.125;-32.250;2.785;263.510;7.9;66673
$;00:56:35;06:54:09;20.07.2019;Y;09;43 41.71272 N;005 51.24802 E;53.059;98.2;77.70;10608.7;10.125;-32.500;2.831;263.160;7.9;66673
$;00:56:37;06:54:11;20.07.2019;Y;07;43 41.71984 N;005 51.28813 E;54.292;100.5;76.08;10615.7;9.875;-32.625;2.983;263.19;7.8;66673
$;00:56:39;06:54:13;20.07.2019;Y;09;43 41.72685 N;005 51.32345 E;42.857;79.3;72.99;10621.9;9.875;-32.750;2.785;262.940;7.8;66673
$;00:56:41;06:54:15;20.07.2019;Y;09;43 41.73365 N;005 51.35381 E;43.089;79.8;72.21;10628.5;10.0;-32.750;15.610;262.320;7.9;66673
$;00:56:43;06:54:17;20.07.2019;Y;07;43 41.74151 N;005 51.38757 E;44.477;82.3;76.33;10636.4;10.0;-32.500;2.945;262.320;7.9;66673
$;00:56:45;06:54:19;20.07.2019;Y;09;43 41.74750 N;005 51.42982 E;52.599;97.4;77.49;10642.4;9.875;-32.625;3.181;261.929;7.9;66673
$;00:56:47;06:54:21;20.07.2019;Y;09;43 41.75352 N;005 51.46440 E;41.507;76.8;77.53;10648.9;10.0;-32.500;3.44;261.640;7.9;66673
$;00:56:49;06:54:23;20.07.2019;Y;09;43 41.75796 N;005 51.49513 E;42.980;79.5;78.67;10656.6;10.0;-32.750;2.998;261.470;7.9;66673
$;00:56:51;06:54:25;20.07.2019;Y;09;43 41.76315 N;005 51.53220 E;54.503;100.9;78.71;10663.3;9.875;-33.125;2.998;261.299;7.9;66673
$;00:56:53;06:54:27;20.07.2019;Y;09;43 41.77030 N;005 51.57310 E;53.433;98.9;75.71;10670.9;9.875;-33.250;2.998;261.119;7.9;66673
$;00:56:55;06:54:29;20.07.2019;Y;09;43 41.77722 N;005 51.60825 E;42.597;78.8;73.89;10678.0;10.0;-33.375;3.319;260.750;7.9;66673
$;00:56:57;06:54:31;20.07.2019;Y;09;43 41.78321 N;005 51.63906 E;42.968;79.5;76.68;10685.0;9.875;-32.875;11.604;260.170;7.9;66673
$;00:56:59;06:54:33;20.07.2019;Y;09;43 41.78850 N;005 51.67554 E;53.371;98.8;79.46;10691.1;10.0;-32.875;3.90;260.140;7.9;66673
$;00:57:01;06:54:35;20.07.2019;Y;09;43 41.79444 N;005 51.71679 E;53.873;99.7;78.07;10697.0;9.875;-33.125;3.29;260.59;7.9;66673
$;00:57:03;06:54:37;20.07.2019;Y;09;43 41.79990 N;005 51.75320 E;43.176;79.9;76.25;10702.5;9.750;-33.375;20.42;259.760;7.8;66673
$;00:57:05;06:54:39;20.07.2019;Y;09;43 41.80508 N;005 51.78355 E;40.908;75.7;77.64;10709.6;9.625;-32.750;16.518;259.269;7.9;66673
$;00:57:07;06:54:41;20.07.2019;Y;09;43 41.81036 N;005 51.81810 E;50.837;94.1;78.50;10717.8;9.625;-32.375;18.120;258.880;7.9;66673
$;00:57:09;06:54:43;20.07.2019;Y;09;43 41.81672 N;005 51.85927 E;56.905;105.3;77.32;10725.1;9.625;-32.0;8.217;258.380;7.9;66673
$;00:57:11;06:54:45;20.07.2019;Y;09;43 41.82417 N;005 51.89820 E;48.115;89.1;73.25;10731.3;9.750;-32.375;3.586;258.600;7.9;66673
$;00:57:13;06:54:47;20.07.2019;Y;09;43 41.83126 N;005 51.92999 E;41.284;76.4;74.09;10737.8;9.625;-32.500;3.319;258.309;7.9;66673
$;00:57:15;06:54:49;20.07.2019;Y;09;43 41.83706 N;005 51.96337 E;48.442;89.7;78.37;10745.8;9.625;-32.750;3.136;258.140;7.9;66673
$;00:57:17;06:54:51;20.07.2019;Y;09;43 41.84176 N;005 52.00221 E;52.656;97.5;81.50;10751.4;9.625;-33.125;3.174;257.920;7.9;66673
$;00:57:19;06:54:53;20.07.2019;Y;09;43 41.84646 N;005 52.03909 E;45.515;84.2;78.91;10757.5;9.625;-33.250;3.334;257.730;7.9;66673
$;00:57:21;06:54:55;20.07.2019;Y;09;43 41.85189 N;005 52.07056 E;41.018;75.9;75.27;10764.1;9.375;-32.625;15.526;257.130;7.8;66673
$;00:57:23;06:54:57;20.07.2019;Y;09;43 41.85737 N;005 52.10319 E;47.105;87.2;79.29;10770.1;9.500;-32.500;19.943;256.970;7.8;66673
$;00:57:25;06:54:59;20.07.2019;Y;09;43 41.86133 N;005 52.14232 E;54.521;100.9;83.34;10775.6;9.375;-31.875;19.867;256.700;7.8;66673
$;00:57:27;06:55:01;20.07.2019;Y;08;43 41.86555 N;005 52.18225 E;50.786;94.0;78.64;10782.8;9.500;-31.750;3.746;256.429;7.7;66673
$;00:57:29;06:55:03;20.07.2019;Y;09;43 41.87251 N;005 52.21782 E;47.040;87.1;71.24;10788.5;9.500;-32.250;26.634;256.190;7.8;66673
$;00:57:31;06:55:05;20.07.2019;Y;09;43 41.88118 N;005 52.25341 E;50.857;94.1;73.23;10795.1;9.500;-32.125;3.258;256.40;7.9;66673
$;00:57:33;06:55:07;20.07.2019;Y;09;43 41.88806 N;005 52.29159 E;50.567;93.6;78.49;10802.1;9.375;-32.625;3.311;255.779;7.9;66673
$;00:57:35;06:55:09;20.07.2019;Y;09;43 41.89335 N;005 52.32718 E;45.135;83.5;78.06;10808.1;9.375;-32.500;14.679;255.289;7.9;66673
$;00:57:37;06:55:11;20.07.2019;Y;09;43 41.89928 N;005 52.35923 E;43.122;79.8;74.75;10815.0;9.250;-32.500;3.288;255.410;7.8;66673
$;00:57:39;06:55:13;20.07.2019;Y;09;43 41.90513 N;005 52.39394 E;50.014;92.6;78.89;10822.3;9.250;-32.875;3.128;255.130;7.8;66673
$;00:57:41;06:55:15;20.07.2019;Y;09;43 41.90932 N;005 52.43357 E;52.861;97.8;83.08;10828.3;9.250;-33.0;3.395;254.880;7.8;66673
$;00:57:43;06:55:17;20.07.2019;Y;09;43 41.91347 N;005 52.47101 E;46.588;86.2;78.89;10834.5;9.250;-33.375;3.204;254.740;7.8;66673
$;00:57:45;06:55:19;20.07.2019;Y;09;43 41.91969 N;005 52.50376 E;43.517;80.5;73.28;10840.8;9.250;-33.125;20.157;254.179;7.8;66673
$;00:57:47;06:55:21;20.07.2019;Y;09;43 41.92597 N;005 52.53831 E;49.689;92.0;79.51;10846.3;9.250;-33.125;3.128;254.220;7.8;66673
$;00:57:49;06:55:23;20.07.2019;Y;09;43 41.93006 N;005 52.57815 E;53.811;99.6;83.13;10852.8;9.250;-33.500;3.174;253.910;7.9;66673
$;00:57:51;06:55:25;20.07.2019;Y;09;43 41.93511 N;005 52.61671 E;48.465;89.7;76.40;10861.1;9.250;-33.500;3.181;253.639;7.8;66673
$;00:57:53;06:55:27;20.07.2019;Y;09;43 41.94256 N;005 52.64947 E;43.058;79.7;70.08;10867.9;9.125;-33.750;3.44;253.470;7.8;66673
$;00:57:55;06:55:29;20.07.2019;Y;09;43 41.94978 N;005 52.68207 E;46.838;86.7;76.68;10876.3;9.125;-34.125;2.899;253.130;7.8;66673
$;00:57:57;06:55:31;20.07.2019;Y;09;43 41.95389 N;005 52.71949 E;50.615;93.7;84.64;10882.3;9.0;-34.250;2.869;252.979;7.8;66673
$;00:57:59;06:55:33;20.07.2019;Y;09;43 41.95626 N;005 52.75661 E;46.689;86.4;83.84;10888.3;9.0;-34.500;3.59;252.750;7.9;66673
$;00:58:01;06:55:35;20.07.2019;Y;09;43 41.96077 N;005 52.79129 E;47.056;87.1;76.85;10895.0;9.0;-34.750;2.960;252.679;7.8;66673
$;00:58:03;06:55:37;20.07.2019;Y;09;43 41.96720 N;005 52.82899 E;53.751;99.5;77.83;10901.8;9.125;-34.750;2.792;252.279;7.8;66673
$;00:58:05;06:55:39;20.07.2019;Y;08;43 41.97233 N;005 52.87070 E;55.710;103.1;82.02;10908.4;9.0;-35.0;2.853;252.70;7.8;66673
$;00:58:07;06:55:41;20.07.2019;Y;09;43 41.97618 N;005 52.91194 E;52.587;97.3;81.56;10914.2;9.125;-35.125;10.864;251.860;7.8;66673
$;00:58:09;06:55:43;20.07.2019;Y;09;43 41.98153 N;005 52.95035 E;50.476;93.4;76.93;10920.8;9.0;-34.500;24.635;251.380;7.8;66673
$;00:58:11;06:55:45;20.07.2019;Y;09;43 41.98826 N;005 52.98744 E;49.324;91.3;75.75;10927.8;8.875;-34.0;3.67;251.309;7.8;66673
$;00:58:13;06:55:47;20.07.2019;Y;09;43 41.99431 N;005 53.02302 E;46.529;86.1;78.24;10933.3;9.0;-34.375;2.876;251.119;7.8;66673
$;00:58:15;06:55:49;20.07.2019;Y;09;43 41.99863 N;005 53.05740 E;45.724;84.6;81.52;10939.6;8.875;-34.875;2.861;250.990;7.8;66673
$;00:58:17;06:55:51;20.07.2019;Y;09;43 42.00219 N;005 53.09432 E;51.467;95.3;83.09;10946.7;9.0;-35.0;2.754;250.729;7.8;66673
$;00:58:19;06:55:53;20.07.2019;Y;09;43 42.00535 N;005 53.13517 E;54.394;100.7;83.70;10954.0;8.875;-35.250;2.983;250.399;7.8;66673
$;00:58:21;06:55:55;20.07.2019;Y;09;43 42.00958 N;005 53.17398 E;48.730;90.2;78.62;10960.0;8.625;-35.500;2.823;250.289;7.8;66673
$;00:58:23;06:55:57;20.07.2019;Y;09;43 42.01615 N;005 53.20865 E;46.330;85.8;73.71;10965.9;8.750;-35.625;9.232;249.660;7.8;66673
$;00:58:25;06:55:59;20.07.2019;Y;09;43 42.02191 N;005 53.24450 E;49.859;92.3;81.48;10973.6;8.625;-35.125;18.127;249.559;7.8;66673
$;00:58:27;06:56:01;20.07.2019;Y;09;43 42.02368 N;005 53.28353 E;51.843;96.0;89.32;10979.7;8.500;-34.625;2.853;249.479;7.8;66673
$;00:58:29;06:56:03;20.07.2019;Y;09;43 42.02540 N;005 53.32092 E;46.994;87.0;82.08;10986.6;8.750;-35.125;3.120;249.250;7.8;66673
$;00:58:31;06:56:05;20.07.2019;Y;09;43 42.03174 N;005 53.35545 E;47.124;87.2;72.01;10992.8;8.375;-35.250;2.869;249.130;7.8;66673
$;00:58:33;06:56:07;20.07.2019;Y;09;43 42.03856 N;005 53.39001 E;47.683;88.3;78.86;11000.0;8.375;-35.500;14.496;248.630;7.8;66673
$;00:58:35;06:56:09;20.07.2019;Y;09;43 42.04063 N;005 53.42614 E;47.364;87.7;90.08;11006.3;8.500;-35.500;2.815;248.610;7.8;66673
$;00:58:37;06:56:11;20.07.2019;Y;09;43 42.04120 N;005 53.46152 E;44.688;82.7;85.90;11013.1;8.625;-35.750;2.899;248.369;7.8;66673
$;00:58:39;06:56:13;20.07.2019;Y;09;43 42.04521 N;005 53.49470 E;43.896;81.2;76.64;11018.0;8.500;-35.250;2.884;248.100;7.8;66673
$;00:58:41;06:56:15;20.07.2019;Y;09;43 42.05031 N;005 53.52831 E;46.137;85.4;81.23;11023.8;8.375;-35.500;2.487;247.830;7.8;66673
$;00:58:43;06:56:17;20.07.2019;Y;09;43 42.05239 N;005 53.56548 E;50.794;94.0;87.93;11030.0;8.250;-35.750;2.625;247.779;7.6;66673
$;00:58:45;06:56:19;20.07.2019;Y;09;43 42.05475 N;005 53.60524 E;52.626;97.4;81.75;11035.9;8.500;-36.125;2.708;247.509;7.8;66673
$;00:58:47;06:56:21;20.07.2019;Y;09;43 42.06109 N;005 53.64390 E;50.629;93.7;75.00;11041.7;8.250;-36.125;2.747;247.309;7.8;66673
$;00:58:49;06:56:23;20.07.2019;Y;09;43 42.06601 N;005 53.67992 E;46.780;86.6;83.89;11048.1;8.375;-36.500;20.378;246.929;7.8;66673
$;00:58:51;06:56:25;20.07.2019;Y;09;43 42.06693 N;005 53.71543 E;46.594;86.2;89.78;11054.8;8.500;-36.250;2.586;246.860;7.8;66673
$;00:58:53;06:56:27;20.07.2019;Y;09;43 42.06914 N;005 53.75250 E;50.390;93.3;80.89;11062.3;8.125;-36.375;2.228;246.619;7.8;66673
$;00:58:55;06:56:29;20.07.2019;Y;09;43 42.07601 N;005 53.79049 E;51.387;95.1;73.45;11068.4;8.375;-36.500;2.365;246.300;7.8;66673
$;00:58:57;06:56:31;20.07.2019;Y;09;43 42.08328 N;005 53.82639 E;46.204;85.5;76.14;11074.7;8.250;-36.625;2.464;246.250;7.8;66673
$;00:58:59;06:56:33;20.07.2019;Y;09;43 42.08745 N;005 53.85910 E;41.758;77.3;83.02;11080.4;8.375;-37.0;11.681;246.9;7.8;66673
$;00:59:01;06:56:35;20.07.2019;Y;09;43 42.09056 N;005 53.89221 E;45.924;85.0;82.20;11088.2;8.125;-36.250;2.419;245.779;7.8;66673
$;00:59:03;06:56:37;20.07.2019;Y;09;43 42.09427 N;005 53.92905 E;50.442;93.4;82.83;11093.9;8.125;-36.875;2.434;245.460;7.8;66673
$;00:59:05;06:56:39;20.07.2019;Y;09;43 42.09687 N;005 53.96712 E;48.893;90.5;85.65;11099.6;8.0;-36.875;2.312;245.350;7.8;66673
$;00:59:07;06:56:41;20.07.2019;Y;09;43 42.09860 N;005 54.00308 E;46.089;85.3;85.22;11105.9;7.875;-37.125;2.434;245.9;7.8;66673
$;00:59:09;06:56:43;20.07.2019;Y;09;43 42.10168 N;005 54.03949 E;49.892;92.3;81.13;11111.4;8.0;-36.875;21.828;244.679;7.8;66673
$;00:59:11;06:56:45;20.07.2019;Y;09;43 42.10712 N;005 54.07826 E;52.478;97.1;78.14;11118.2;7.875;-36.500;2.388;244.460;7.6;66673
$;00:59:13;06:56:47;20.07.2019;Y;09;43 42.11234 N;005 54.11525 E;46.559;86.2;81.24;11126.2;7.875;-36.875;40.558;244.259;7.8;66673
$;00:59:15;06:56:49;20.07.2019;Y;09;43 42.11546 N;005 54.14805 E;41.807;77.4;83.96;11133.1;7.875;-36.500;2.380;243.990;7.8;66673
$;00:59:17;06:56:51;20.07.2019;Y;09;43 42.11848 N;005 54.18217 E;48.585;89.9;82.05;11139.1;8.0;-37.0;2.228;243.789;7.8;66673
$;00:59:19;06:56:53;20.07.2019;Y;08;43 42.12314 N;005 54.22202 E;54.731;101.3;80.58;11145.5;7.875;-36.875;29.846;243.300;7.8;66673
$;00:59:21;06:56:55;20.07.2019;Y;09;43 42.12789 N;005 54.26091 E;48.210;89.2;80.53;11153.5;8.125;-36.250;16.716;243.50;7.8;66673
$;00:59:23;06:56:57;20.07.2019;Y;09;43 42.13174 N;005 54.29367 E;39.828;73.7;81.38;11159.9;7.625;-35.875;8.400;242.770;7.8;66673
$;00:59:25;06:56:59;20.07.2019;Y;09;43 42.13522 N;005 54.32556 E;45.348;83.9;81.47;11167.2;7.625;-35.750;13.138;242.429;7.7;66673
$;00:59:27;06:57:01;20.07.2019;Y;09;43 42.13916 N;005 54.36439 E;55.714;103.1;82.47;11172.9;7.875;-35.625;2.312;242.389;7.7;66673
$;00:59:29;06:57:03;20.07.2019;Y;09;43 42.14279 N;005 54.40549 E;51.415;95.2;83.01;11179.7;7.625;-36.125;8.728;242.179;7.7;66673
$;00:59:31;06:57:05;20.07.2019;Y;09;43 42.14659 N;005 54.43987 E;40.802;75.5;79.79;11185.0;7.625;-35.625;2.472;241.660;7.8;66673
$;00:59:33;06:57:07;20.07.2019;Y;09;43 42.15112 N;005 54.46987 E;41.222;76.3;78.69;11192.0;7.625;-36.0;2.403;241.750;7.8;66673
$;00:59:35;06:57:09;20.07.2019;Y;09;43 42.15540 N;005 54.50370 E;47.444;87.8;81.58;11197.9;7.500;-36.125;19.493;241.289;7.8;66673
$;00:59:37;06:57:11;20.07.2019;Y;09;43 42.15824 N;005 54.53959 E;46.212;85.5;85.60;11203.1;7.625;-35.375;23.560;241.59;7.6;66673
$;00:59:39;06:57:13;20.07.2019;Y;09;43 42.16009 N;005 54.57284 E;41.708;77.2;85.23;11210.2;7.500;-35.0;8.278;240.419;7.6;66673
$;00:59:41;06:57:15;20.07.2019;Y;09;43 42.16278 N;005 54.60590 E;45.741;84.7;82.73;11216.8;7.375;-34.750;18.425;240.490;7.7;66673
$;00:59:43;06:57:17;20.07.2019;Y;09;43 42.16640 N;005 54.64349 E;52.156;96.5;82.85;11223.1;7.500;-34.250;18.692;240.179;7.7;66673
$;00:59:45;06:57:19;20.07.2019;Y;09;43 42.16987 N;005 54.68183 E;47.858;88.6;82.47;11231.0;7.625;-33.875;2.647;239.910;7.7;66673
$;00:59:47;06:57:21;20.07.2019;Y;09;43 42.17387 N;005 54.71491 E;41.599;77.0;78.32;11237.9;7.625;-34.625;2.388;239.789;7.8;66673
$;00:59:49;06:57:23;20.07.2019;Y;09;43 42.17820 N;005 54.74777 E;46.647;86.3;81.27;11245.0;7.500;-34.875;14.877;239.350;7.8;66673
$;00:59:51;06:57:25;20.07.2019;Y;09;43 42.18120 N;005 54.78687 E;54.693;101.2;85.88;11251.4;7.375;-34.500;2.319;239.229;7.7;66673
$;00:59:53;06:57:27;20.07.2019;Y;09;43 42.18336 N;005 54.82732 E;50.759;94.0;84.21;11259.5;7.500;-35.0;9.895;238.960;7.7;66673
$;00:59:55;06:57:29;20.07.2019;Y;09;43 42.18807 N;005 54.86311 E;45.472;84.2;75.78;11265.8;7.625;-34.625;2.419;238.820;7.7;66673
$;00:59:57;06:57:31;20.07.2019;Y;09;43 42.19489 N;005 54.89750 E;48.423;89.6;76.22;11272.4;7.500;-35.125;1.984;238.649;7.8;66673
$;00:59:59;06:57:33;20.07.2019;Y;09;43 42.19877 N;005 54.93540 E;50.956;94.3;86.40;11279.0;7.625;-35.500;2.197;238.380;7.7;66673
$;01:00:01;06:57:35;20.07.2019;Y;09;43 42.19965 N;005 54.97267 E;46.740;86.5;88.26;11285.5;7.375;-35.875;2.296;238.190;7.7;66673
$;01:00:03;06:57:37;20.07.2019;Y;09;43 42.20317 N;005 55.00660 E;44.500;82.4;76.13;11291.1;7.250;-36.125;2.129;237.970;7.7;66673
$;01:00:05;06:57:39;20.07.2019;Y;09;43 42.21056 N;005 55.04098 E;48.953;90.6;74.26;11298.2;7.375;-36.0;18.967;237.580;7.8;66673
$;01:00:07;06:57:41;20.07.2019;Y;09;43 42.21497 N;005 55.07866 E;50.459;93.4;86.68;11305.1;7.250;-35.375;24.170;237.279;7.8;66673
$;01:00:09;06:57:43;20.07.2019;Y;09;43 42.21471 N;005 55.11570 E;46.165;85.4;91.32;11311.8;7.250;-35.375;2.190;237.250;7.7;66673
$;01:00:11;06:57:45;20.07.2019;Y;09;43 42.21690 N;005 55.15026 E;46.183;85.5;79.24;11318.9;7.250;-35.875;1.724;237.39;7.8;66673
$;01:00:13;06:57:47;20.07.2019;Y;09;43 42.22362 N;005 55.18706 E;52.205;96.6;75.32;11325.6;7.125;-36.0;1.984;236.630;7.7;66673
$;01:00:15;06:57:49;20.07.2019;Y;09;43 42.22818 N;005 55.22599 E;50.062;92.7;85.64;11332.0;7.125;-36.500;2.37;236.559;7.7;66673
