Name: STRATO3, HW Version: 1.1, SW Version: 2.0, SN: 1001005000548
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Press [hPa];Batt Voltage [V];Logger Status
$;01:00:17;06:57:51;20.07.2019;Y;09;43 42.22750 N;005 55.26170 E;44.276;81.9;95.04;11338.4;7.375;-36.500;21.652;236.139;7.7;66673
$;01:00:19;06:57:53;20.07.2019;Y;09;43 42.22811 N;005 55.29588 E;46.713;86.5;83.59;11346.7;7.125;-36.500;1.259;236.100;7.7;66673
$;01:00:21;06:57:55;20.07.2019;Y;09;43 42.23357 N;005 55.33442 E;55.419;102.6;76.96;11352.6;7.125;-36.750;18.906;235.699;7.7;66673
$;01:00:23;06:57:57;20.07.2019;Y;09;43 42.23859 N;005 55.37629 E;53.765;99.5;84.21;11359.2;7.125;-36.0;10.10;235.419;7.7;66673
$;01:00:25;06:57:59;20.07.2019;Y;09;43 42.23941 N;005 55.41333 E;44.417;82.2;91.42;11365.8;7.125;-36.0;1.518;235.339;7.7;66673
$;01:00:27;06:58:01;20.07.2019;Y;09;43 42.23967 N;005 55.44689 E;45.664;84.5;87.11;11372.2;7.125;-36.625;18.74;234.960;7.6;66673
$;01:00:29;06:58:03;20.07.2019;Y;09;43 42.24274 N;005 55.48635 E;56.784;105.1;82.42;11378.5;7.0;-36.250;1.274;234.820;7.6;66673
$;01:00:31;06:58:05;20.07.2019;Y;09;43 42.24624 N;005 55.52936 E;53.691;99.4;84.52;11385.4;7.0;-36.625;1.297;234.699;7.7;66673
$;01:00:33;06:58:07;20.07.2019;Y;09;43 42.24864 N;005 55.56597 E;43.680;80.8;84.57;11391.2;6.875;-36.875;18.890;234.279;7.7;66673
$;01:00:35;06:58:09;20.07.2019;Y;09;43 42.25132 N;005 55.59953 E;46.453;86.0;82.96;11398.0;7.0;-36.250;1.472;234.119;7.7;66673
$;01:00:37;06:58:11;20.07.2019;Y;09;43 42.25354 N;005 55.63875 E;55.605;102.9;86.95;11403.8;7.0;-36.625;1.244;233.919;7.7;66673
$;01:00:39;06:58:13;20.07.2019;Y;08;43 42.25440 N;005 55.68085 E;52.711;97.6;88.53;11410.9;6.875;-36.875;1.251;233.649;7.7;66673
$;01:00:41;06:58:15;20.07.2019;Y;09;43 42.25717 N;005 55.71743 E;44.937;83.2;80.27;11416.7;6.750;-36.625;26.756;233.330;7.7;66673
$;01:00:43;06:58:17;20.07.2019;Y;09;43 42.26259 N;005 55.75086 E;45.488;84.2;77.11;11423.4;6.750;-36.500;1.122;233.300;7.7;66673
$;01:00:45;06:58:19;20.07.2019;Y;09;43 42.26704 N;005 55.78654 E;48.384;89.6;82.78;11429.0;6.875;-37.0;1.175;233.240;7.7;66673
$;01:00:47;06:58:21;20.07.2019;Y;09;43 42.26912 N;005 55.82306 E;46.805;86.6;87.34;11434.4;6.875;-37.250;9.445;232.770;7.7;66673
$;01:00:49;06:58:23;20.07.2019;Y;09;43 42.27053 N;005 55.85787 E;45.075;83.4;86.54;11441.7;6.750;-36.750;1.266;232.610;7.7;66673
$;01:00:51;06:58:25;20.07.2019;Y;09;43 42.27197 N;005 55.89399 E;49.731;92.1;87.94;11448.0;6.750;-37.0;0.931;232.419;7.7;66673
$;01:00:53;06:58:27;20.07.2019;Y;09;43 42.27233 N;005 55.93391 E;53.236;98.5;89.61;11455.0;6.750;-37.250;1.129;232.139;7.7;66673
$;01:00:55;06:58:29;20.07.2019;Y;09;43 42.27367 N;005 55.97308 E;49.525;91.7;84.50;11461.9;6.875;-37.500;1.167;232.39;7.7;66673
$;01:00:57;06:58:31;20.07.2019;Y;09;43 42.27779 N;005 56.00932 E;47.257;87.5;79.94;11469.0;6.625;-37.625;0.992;231.779;7.7;66673
$;01:00:59;06:58:33;20.07.2019;Y;09;43 42.28030 N;005 56.04562 E;49.146;91.0;89.00;11475.9;6.750;-37.750;20.996;231.330;7.5;66673
$;01:01:01;06:58:35;20.07.2019;Y;09;43 42.27923 N;005 56.08454 E;51.586;95.5;93.67;11483.0;6.625;-37.625;0.969;231.259;7.7;66673
$;01:01:03;06:58:37;20.07.2019;Y;09;43 42.27923 N;005 56.12355 E;50.594;93.7;85.72;11491.7;6.625;-37.750;0.603;231.29;7.7;66673
$;01:01:05;06:58:39;20.07.2019;Y;09;43 42.28286 N;005 56.16222 E;51.055;94.5;81.64;11498.8;6.500;-37.750;17.67;230.610;7.7;66673
$;01:01:07;06:58:41;20.07.2019;Y;09;43 42.28493 N;005 56.20158 E;52.537;97.2;90.85;11505.5;6.500;-37.0;21.400;230.289;7.7;66673
$;01:01:09;06:58:43;20.07.2019;Y;08;43 42.28287 N;005 56.24249 E;54.046;100.0;95.08;11512.3;6.500;-36.625;1.45;230.160;7.7;66673
$;01:01:11;06:58:45;20.07.2019;Y;08;43 42.28233 N;005 56.28289 E;52.107;96.5;87.08;11519.3;6.375;-37.125;0.565;229.979;7.7;66673
$;01:01:13;06:58:47;20.07.2019;Y;08;43 42.28614 N;005 56.32199 E;51.152;94.7;79.40;11525.8;6.250;-37.125;8.446;229.509;7.7;66673
$;01:01:15;06:58:49;20.07.2019;Y;08;43 42.28915 N;005 56.36102 E;51.594;95.5;88.53;11532.8;6.375;-37.125;0.893;229.580;7.7;66673
$;01:01:17;06:58:51;20.07.2019;Y;08;43 42.28687 N;005 56.40042 E;51.927;96.1;98.14;11539.7;6.375;-37.625;0.656;229.250;7.7;66673
$;01:01:19;06:58:53;20.07.2019;Y;08;43 42.28457 N;005 56.43903 E;49.783;92.1;90.35;11547.2;6.250;-37.500;18.562;228.750;7.7;66673
$;01:01:21;06:58:55;20.07.2019;Y;08;43 42.28759 N;005 56.47704 E;51.200;94.8;79.70;11553.0;6.375;-36.750;0.603;228.710;7.7;66673
$;01:01:23;06:58:57;20.07.2019;Y;08;43 42.29164 N;005 56.51567 E;50.858;94.1;84.89;11559.9;6.250;-37.375;0.763;228.610;7.7;66673
$;01:01:25;06:58:59;20.07.2019;Y;08;43 42.29078 N;005 56.55432 E;50.864;94.2;97.13;11565.9;6.250;-37.625;0.572;228.440;7.6;66673
$;01:01:27;06:59:01;20.07.2019;Y;08;43 42.28691 N;005 56.59278 E;50.701;93.8;96.17;11573.3;6.250;-37.875;0.565;228.20;7.6;66673
$;01:01:29;06:59:03;20.07.2019;Y;08;43 42.28715 N;005 56.63162 E;50.876;94.2;83.87;11579.8;6.250;-38.125;0.572;227.839;7.6;66673
$;01:01:31;06:59:05;20.07.2019;Y;08;43 42.29173 N;005 56.67043 E;52.340;96.9;80.45;11586.8;6.125;-38.375;0.100;227.740;7.7;66673
$;01:01:33;06:59:07;20.07.2019;Y;08;43 42.29357 N;005 56.70962 E;50.778;94.0;92.50;11594.2;6.0;-38.500;0.100;227.479;7.7;66673
$;01:01:35;06:59:09;20.07.2019;Y;08;43 42.29003 N;005 56.74793 E;50.069;92.7;98.72;11600.7;6.0;-38.375;0.100;227.169;7.6;66673
$;01:01:37;06:59:11;20.07.2019;Y;08;43 42.28830 N;005 56.78539 E;48.512;89.8;88.75;11608.5;6.0;-38.500;19.775;226.800;7.6;66673
$;01:01:39;06:59:13;20.07.2019;Y;08;43 42.29117 N;005 56.82381 E;53.035;98.2;80.06;11614.3;6.0;-38.250;0.100;226.899;7.7;66673
$;01:01:41;06:59:15;20.07.2019;Y;08;43 42.29485 N;005 56.86509 E;55.108;102.0;86.92;11621.3;6.125;-38.625;0.587;226.639;7.6;66673
$;01:01:43;06:59:17;20.07.2019;Y;08;43 42.29440 N;005 56.90722 E;56.287;104.2;91.46;11627.5;6.0;-38.250;0.100;226.339;7.7;66673
$;01:01:45;06:59:19;20.07.2019;Y;08;43 42.29302 N;005 56.94528 E;45.845;84.9;91.74;11634.9;5.875;-38.625;0.100;226.80;7.7;66673
$;01:01:47;06:59:21;20.07.2019;Y;08;43 42.29500 N;005 56.98058 E;50.261;93.0;81.53;11641.5;5.875;-38.500;0.100;225.580;7.6;66673
$;01:01:49;06:59:23;20.07.2019;Y;06;43 42.29924 N;005 57.02003 E;51.586;95.5;81.53;11648.0;5.875;-38.625;0.100;225.720;7.6;66673
$;01:01:51;06:59:25;20.07.2019;Y;07;43 42.29803 N;005 57.05919 E;51.974;96.2;94.88;11655.3;5.875;-39.0;0.100;225.539;7.6;66673
$;01:01:53;06:59:27;20.07.2019;Y;08;43 42.29628 N;005 57.09609 E;44.764;82.9;90.67;11662.5;5.875;-38.625;0.100;225.39;7.6;66673
$;01:01:55;06:59:29;20.07.2019;Y;08;43 42.29880 N;005 57.13130 E;48.349;89.5;80.14;11669.1;5.875;-38.750;0.100;225.59;7.7;66673
$;01:01:57;06:59:31;20.07.2019;Y;08;43 42.30261 N;005 57.17102 E;55.268;102.3;85.51;11675.0;5.875;-39.250;0.100;224.929;7.6;66673
$;01:01:59;06:59:33;20.07.2019;Y;08;43 42.30204 N;005 57.21342 E;54.560;101.0;94.78;11682.2;5.875;-38.750;0.100;224.589;7.6;66673
$;01:02:01;06:59:35;20.07.2019;Y;08;43 42.30103 N;005 57.25216 E;47.901;88.7;89.05;11689.4;5.750;-39.125;0.100;224.419;7.6;66673
$;01:02:03;06:59:37;20.07.2019;Y;08;43 42.30483 N;005 57.28888 E;50.080;92.7;76.96;11695.4;5.750;-38.875;15.747;223.899;7.6;66673
$;01:02:05;06:59:39;20.07.2019;Y;08;43 42.31023 N;005 57.32784 E;53.491;99.0;82.53;11702.2;5.750;-38.375;3.197;223.369;7.6;66673
$;01:02:07;06:59:41;20.07.2019;Y;08;43 42.31065 N;005 57.36796 E;51.122;94.6;93.85;11707.9;5.750;-38.625;0.100;223.690;7.6;66673
$;01:02:09;06:59:43;20.07.2019;Y;08;43 42.30818 N;005 57.40410 E;44.664;82.7;93.84;11713.7;5.625;-38.875;0.100;223.600;7.6;66673
$;01:02:11;06:59:45;20.07.2019;Y;08;43 42.30900 N;005 57.43922 E;47.947;88.7;82.80;11721.6;5.625;-38.625;0.100;223.130;7.6;66673
$;01:02:13;06:59:47;20.07.2019;Y;08;43 42.31308 N;005 57.47935 E;56.662;104.9;82.45;11728.1;5.625;-38.875;0.100;223.29;7.6;66673
$;01:02:15;06:59:49;20.07.2019;Y;08;43 42.31508 N;005 57.52318 E;56.491;104.6;89.20;11734.8;5.625;-39.125;0.100;222.820;7.6;66673
$;01:02:17;06:59:51;20.07.2019;Y;07;43 42.31506 N;005 57.56352 E;49.819;92.2;89.58;11740.8;5.625;-39.375;0.100;222.559;7.5;66673
$;01:02:19;06:59:53;20.07.2019;Y;08;43 42.31749 N;005 57.60015 E;48.217;89.2;80.15;11746.2;5.625;-39.500;0.100;222.460;7.6;66673
$;01:02:21;06:59:55;20.07.2019;Y;08;43 42.32215 N;005 57.63814 E;52.068;96.4;82.02;11754.2;5.500;-39.375;17.433;222.210;7.6;66673
$;01:02:23;06:59:57;20.07.2019;Y;08;43 42.32362 N;005 57.67830 E;51.389;95.1;91.03;11762.0;5.625;-38.875;0.100;222.29;7.6;66673
$;01:02:25;06:59:59;20.07.2019;Y;08;43 42.32273 N;005 57.71512 E;45.475;84.2;91.39;11768.1;5.375;-39.375;0.100;221.750;7.6;66673
$;01:02:27;07:00:01;20.07.2019;Y;08;43 42.32466 N;005 57.74956 E;46.782;86.6;81.15;11775.4;5.500;-39.625;0.100;221.479;7.6;66673
$;01:02:29;07:00:03;20.07.2019;Y;08;43 42.32910 N;005 57.78788 E;53.932;99.8;82.64;11781.8;5.375;-39.750;6.119;221.20;7.6;66673
$;01:02:31;07:00:05;20.07.2019;Y;08;43 42.33013 N;005 57.83026 E;55.663;103.0;91.85;11787.9;5.375;-39.625;0.100;220.990;7.6;66673
$;01:02:33;07:00:07;20.07.2019;Y;08;43 42.32867 N;005 57.87037 E;49.254;91.2;91.62;11795.7;5.375;-39.875;0.100;220.869;7.6;66673
$;01:02:35;07:00:09;20.07.2019;Y;08;43 42.33121 N;005 57.90659 E;48.128;89.1;78.75;11802.8;5.375;-39.625;0.100;220.580;7.6;66673
$;01:02:37;07:00:11;20.07.2019;Y;08;43 42.33707 N;005 57.94483 E;52.955;98.0;79.39;11810.8;5.125;-39.875;0.100;220.410;7.6;66673
$;01:02:39;07:00:13;20.07.2019;Y;08;43 42.33895 N;005 57.98554 E;52.943;98.0;92.19;11818.0;5.250;-39.875;0.100;220.250;7.6;66673
$;01:02:41;07:00:15;20.07.2019;Y;08;43 42.33614 N;005 58.02375 E;47.597;88.1;95.31;11824.7;5.375;-40.375;0.100;219.960;7.6;66673
$;01:02:43;07:00:17;20.07.2019;Y;08;43 42.33774 N;005 58.05950 E;48.896;90.5;80.11;11831.8;5.125;-40.0;0.100;219.610;7.6;66673
$;01:02:45;07:00:19;20.07.2019;Y;08;43 42.34415 N;005 58.09929 E;56.229;104.1;77.59;11838.6;5.125;-40.125;0.100;219.380;7.6;66673
$;01:02:47;07:00:21;20.07.2019;Y;08;43 42.34804 N;005 58.14091 E;53.115;98.3;87.45;11845.4;5.125;-40.250;0.100;219.160;7.6;66673
$;01:02:49;07:00:23;20.07.2019;Y;08;43 42.34794 N;005 58.17781 E;44.547;82.5;90.76;11851.4;5.0;-40.750;0.100;219.50;7.6;66673
$;01:02:51;07:00:25;20.07.2019;Y;08;43 42.35030 N;005 58.21204 E;47.443;87.8;79.90;11858.9;5.125;-40.625;10.254;218.660;7.6;66673
$;01:02:53;07:00:27;20.07.2019;Y;08;43 42.35582 N;005 58.25120 E;56.035;103.7;80.33;11865.3;5.125;-40.250;0.100;218.580;7.6;66673
$;01:02:55;07:00:29;20.07.2019;Y;08;43 42.35838 N;005 58.29376 E;54.158;100.3;89.51;11871.7;5.125;-40.750;0.100;218.380;7.6;66673
$;01:02:57;07:00:31;20.07.2019;Y;08;43 42.35825 N;005 58.33150 E;45.266;83.8;88.76;11878.3;5.125;-41.0;0.100;218.169;7.6;66673
$;01:02:59;07:00:33;20.07.2019;Y;08;43 42.36171 N;005 58.36613 E;48.107;89.0;77.34;11885.4;4.875;-40.750;0.100;217.610;7.6;66673
$;01:03:01;07:00:35;20.07.2019;Y;08;43 42.36812 N;005 58.40577 E;56.762;105.1;79.15;11893.2;5.0;-40.875;0.100;217.759;7.6;66673
$;01:03:03;07:00:37;20.07.2019;Y;08;43 42.37145 N;005 58.44788 E;52.997;98.1;86.88;11900.2;5.0;-41.125;0.100;217.539;7.6;66673
$;01:03:05;07:00:39;20.07.2019;Y;08;43 42.37268 N;005 58.48416 E;44.270;81.9;85.89;11906.6;5.0;-41.0;0.100;217.29;7.6;66673
$;01:03:07;07:00:41;20.07.2019;Y;08;43 42.37636 N;005 58.51769 E;46.530;86.1;79.15;11912.8;5.0;-41.0;0.100;217.70;7.6;66673
$;01:03:09;07:00:43;20.07.2019;Y;08;43 42.38082 N;005 58.55658 E;55.649;103.0;82.97;11918.1;4.875;-41.375;0.100;217.0;7.6;66673
$;01:03:11;07:00:45;20.07.2019;Y;08;43 42.38329 N;005 58.59913 E;54.191;100.3;86.73;11925.1;4.875;-41.375;0.100;216.759;7.6;66673
$;01:03:13;07:00:47;20.07.2019;Y;08;43 42.38614 N;005 58.63713 E;47.160;87.3;80.72;11932.5;4.875;-41.125;14.992;216.210;7.6;66673
$;01:03:15;07:00:49;20.07.2019;Y;08;43 42.39300 N;005 58.67281 E;50.548;93.6;72.05;11939.4;4.750;-40.500;9.834;215.960;7.6;66673
$;01:03:17;07:00:51;20.07.2019;Y;08;43 42.40088 N;005 58.71180 E;54.376;100.7;78.03;11946.9;4.875;-40.625;0.100;215.860;7.6;66673
$;01:03:19;07:00:53;20.07.2019;Y;08;43 42.40470 N;005 58.75096 E;49.246;91.2;84.54;11952.8;4.875;-41.0;8.987;215.559;7.6;66673
$;01:03:21;07:00:55;20.07.2019;Y;08;43 42.40806 N;005 58.78639 E;45.933;85.0;78.94;11959.2;4.875;-40.125;2.716;215.220;7.6;66673
$;01:03:23;07:00:57;20.07.2019;Y;08;43 42.41481 N;005 58.82305 E;52.547;97.3;73.45;11965.9;4.750;-40.500;0.100;215.240;7.6;66673
$;01:03:25;07:00:59;20.07.2019;Y;08;43 42.42190 N;005 58.86345 E;54.625;101.1;79.69;11972.1;4.875;-40.750;0.100;215.199;7.5;66673
$;01:03:27;07:01:01;20.07.2019;Y;08;43 42.42452 N;005 58.90239 E;48.450;89.7;87.52;11977.7;4.750;-41.125;0.100;214.899;7.6;66673
$;01:03:29;07:01:03;20.07.2019;Y;08;43 42.42678 N;005 58.93803 E;47.206;87.4;82.70;11985.1;4.625;-40.750;7.454;214.360;7.5;66673
$;01:03:31;07:01:05;20.07.2019;Y;08;43 42.43181 N;005 58.97631 E;54.779;101.4;77.73;11990.0;4.500;-40.625;0.100;214.460;7.5;66673
$;01:03:33;07:01:07;20.07.2019;Y;08;43 42.43809 N;005 59.01883 E;57.068;105.6;80.18;11996.5;4.750;-40.875;0.100;214.229;7.5;66673
$;01:03:35;07:01:09;20.07.2019;Y;08;43 42.44246 N;005 59.05938 E;50.354;93.2;81.99;12004.6;4.500;-41.0;0.100;213.940;7.5;66673
$;01:03:37;07:01:11;20.07.2019;Y;08;43 42.44763 N;005 59.09525 E;46.787;86.6;75.25;12010.7;4.500;-41.250;0.100;213.759;7.5;66673
$;01:03:39;07:01:13;20.07.2019;Y;08;43 42.45570 N;005 59.13075 E;50.647;93.7;71.75;12018.2;4.625;-41.125;5.608;213.289;7.6;66673
$;01:03:41;07:01:15;20.07.2019;Y;08;43 42.46281 N;005 59.16927 E;52.496;97.2;79.93;12025.4;4.500;-40.750;12.520;213.110;7.5;66673
$;01:03:43;07:01:17;20.07.2019;Y;08;43 42.46611 N;005 59.20827 E;50.089;92.7;85.73;12032.1;4.500;-40.375;0.100;212.910;7.5;66673
$;01:03:45;07:01:19;20.07.2019;Y;08;43 42.47009 N;005 59.24579 E;50.257;93.0;77.47;12039.6;4.625;-40.875;0.100;212.860;7.5;66673
$;01:03:47;07:01:21;20.07.2019;Y;08;43 42.47840 N;005 59.28490 E;55.677;103.1;71.87;12046.4;4.375;-41.125;0.100;212.520;7.5;66673
$;01:03:49;07:01:23;20.07.2019;Y;08;43 42.48619 N;005 59.32572 E;54.469;100.8;79.13;12053.4;4.500;-41.125;30.220;212.119;7.5;66673
$;01:03:51;07:01:25;20.07.2019;Y;08;43 42.48980 N;005 59.36501 E;48.896;90.5;84.76;12060.3;4.375;-40.750;0.100;212.29;7.4;66673
$;01:03:53;07:01:27;20.07.2019;Y;08;43 42.49354 N;005 59.40055 E;46.671;86.4;77.61;12068.0;4.250;-41.0;0.100;211.940;7.5;66673
$;01:03:55;07:01:29;20.07.2019;Y;08;43 42.50118 N;005 59.43716 E;53.181;98.4;72.59;12074.7;4.375;-41.250;10.254;211.619;7.5;66673
$;01:03:57;07:01:31;20.07.2019;Y;08;43 42.50923 N;005 59.47924 E;59.272;109.7;77.82;12081.2;4.375;-40.625;0.100;211.59;7.5;66673
$;01:03:59;07:01:33;20.07.2019;Y;08;43 42.51459 N;005 59.52245 E;54.717;101.3;81.39;12088.3;4.250;-40.750;0.100;211.250;7.5;66673
$;01:04:01;07:01:35;20.07.2019;Y;07;43 42.51968 N;005 59.56014 E;46.704;86.4;76.34;12094.5;4.375;-41.125;0.100;210.940;7.5;66673
$;01:04:03;07:01:37;20.07.2019;Y;08;43 42.52743 N;005 59.59363 E;46.904;86.8;70.12;12100.5;4.375;-40.750;0.100;210.419;7.5;66673
$;01:04:05;07:01:39;20.07.2019;Y;08;43 42.53513 N;005 59.63014 E;52.512;97.2;77.80;12107.6;4.250;-40.750;0.100;210.520;7.5;66673
$;01:04:07;07:01:41;20.07.2019;Y;08;43 42.53945 N;005 59.67169 E;56.307;104.2;84.04;12113.1;4.125;-41.250;0.100;210.399;7.5;66673
$;01:04:09;07:01:43;20.07.2019;Y;08;43 42.54313 N;005 59.71222 E;50.583;93.6;80.66;12119.9;4.250;-41.250;0.100;210.169;7.5;66673
$;01:04:11;07:01:45;20.07.2019;Y;08;43 42.54967 N;005 59.74749 E;45.427;84.1;72.09;12125.8;4.250;-41.375;0.649;210.0;7.5;66673
$;01:04:13;07:01:47;20.07.2019;Y;08;43 42.55803 N;005 59.78076 E;48.091;89.0;71.47;12133.1;4.250;-41.0;0.100;209.610;7.5;66673
$;01:04:15;07:01:49;20.07.2019;Y;08;43 42.56554 N;005 59.81856 E;54.048;100.0;76.62;12139.7;4.125;-41.250;0.100;209.619;7.5;66673
$;01:04:17;07:01:51;20.07.2019;Y;08;43 42.57264 N;005 59.86032 E;56.337;104.3;76.26;12145.7;4.125;-41.375;0.100;209.279;7.5;66673
$;01:04:19;07:01:53;20.07.2019;Y;08;43 42.58027 N;005 59.89969 E;50.393;93.3;74.71;12153.1;4.0;-41.500;0.100;209.149;7.4;66673
$;01:04:21;07:01:55;20.07.2019;Y;08;43 42.58550 N;005 59.93503 E;45.335;83.9;80.56;12158.8;4.0;-41.625;0.100;208.880;7.5;66673
$;01:04:23;07:01:57;20.07.2019;Y;08;43 42.58909 N;005 59.97108 E;50.519;93.5;82.15;12164.9;4.0;-41.375;0.100;208.699;7.5;66673
$;01:04:25;07:01:59;20.07.2019;Y;08;43 42.59499 N;006 00.01056 E;54.362;100.6;74.29;12171.6;4.0;-41.625;2.602;208.479;7.5;66673
$;01:04:27;07:02:01;20.07.2019;Y;08;43 42.60511 N;006 00.04994 E;54.050;100.1;68.87;12178.4;3.875;-41.125;8.186;207.990;7.5;66673
$;01:04:29;07:02:03;20.07.2019;Y;08;43 42.61306 N;006 00.08833 E;51.655;95.6;78.99;12187.8;3.875;-41.125;0.100;208.89;7.5;66673
$;01:04:31;07:02:05;20.07.2019;Y;08;43 42.61615 N;006 00.12824 E;53.403;98.9;86.12;12194.8;3.750;-41.500;0.100;207.860;7.5;66673
$;01:04:33;07:02:07;20.07.2019;Y;08;43 42.62066 N;006 00.16901 E;54.412;100.7;76.62;12202.0;3.875;-41.500;0.100;207.619;7.5;66673
$;01:04:35;07:02:09;20.07.2019;Y;08;43 42.63030 N;006 00.20833 E;54.175;100.3;68.18;12209.2;3.750;-41.750;0.100;207.389;7.5;66673
$;01:04:37;07:02:11;20.07.2019;Y;08;43 42.63887 N;006 00.24679 E;52.625;97.4;78.46;12217.3;3.875;-41.750;0.100;206.860;7.5;66673
$;01:04:39;07:02:13;20.07.2019;Y;08;43 42.64162 N;006 00.28676 E;52.624;97.4;87.31;12224.2;3.625;-41.625;0.100;206.809;7.5;66673
$;01:04:41;07:02:15;20.07.2019;Y;08;43 42.64543 N;006 00.32623 E;51.558;95.4;76.98;12232.1;3.750;-41.625;18.898;206.449;7.3;66673
$;01:04:43;07:02:17;20.07.2019;Y;08;43 42.65517 N;006 00.36391 E;53.365;98.8;67.17;12239.0;3.750;-41.250;0.100;206.360;7.3;66673
$;01:04:45;07:02:19;20.07.2019;Y;08;43 42.66477 N;006 00.40319 E;55.165;102.1;76.45;12247.2;3.625;-41.625;16.266;205.860;7.5;66673
$;01:04:47;07:02:21;20.07.2019;Y;08;43 42.66873 N;006 00.44610 E;58.032;107.4;86.44;12253.8;3.625;-41.0;0.100;205.490;7.5;66673
$;01:04:49;07:02:23;20.07.2019;Y;08;43 42.67225 N;006 00.48930 E;55.752;103.2;79.55;12261.6;3.625;-41.125;0.100;205.619;7.4;66673
$;01:04:51;07:02:25;20.07.2019;Y;08;43 42.68106 N;006 00.52961 E;55.171;102.1;68.72;12268.6;3.625;-41.125;19.897;205.210;7.5;66673
$;01:04:53;07:02:27;20.07.2019;Y;08;43 42.69110 N;006 00.56963 E;55.743;103.2;75.25;12276.7;3.500;-40.875;0.100;205.119;7.4;66673
$;01:04:55;07:02:29;20.07.2019;Y;08;43 42.69517 N;006 00.61179 E;55.772;103.2;86.93;12283.5;3.500;-41.125;0.100;204.820;7.4;66673
$;01:04:57;07:02:31;20.07.2019;Y;08;43 42.69836 N;006 00.65360 E;54.838;101.5;79.71;12291.0;3.500;-41.250;15.327;204.539;7.4;66673
$;01:04:59;07:02:33;20.07.2019;Y;08;43 42.70704 N;006 00.69436 E;56.529;104.6;69.74;12297.2;3.500;-40.500;0.100;204.279;7.4;66673
$;01:05:01;07:02:35;20.07.2019;Y;08;43 42.71752 N;006 00.73425 E;53.787;99.6;73.24;12304.7;3.500;-41.0;0.100;204.190;7.4;66673
$;01:05:03;07:02:37;20.07.2019;Y;08;43 42.72247 N;006 00.77329 E;50.899;94.2;84.85;12310.6;3.375;-41.125;0.100;204.29;7.4;66673
$;01:05:05;07:02:39;20.07.2019;Y;08;43 42.72554 N;006 00.81237 E;52.504;97.2;80.54;12318.7;3.375;-41.375;0.100;203.779;7.3;66673
$;01:05:07;07:02:41;20.07.2019;Y;08;43 42.73355 N;006 00.85371 E;58.999;109.2;71.37;12325.1;3.375;-41.500;0.100;203.529;7.4;66673
$;01:05:09;07:02:43;20.07.2019;Y;08;43 42.74364 N;006 00.89739 E;59.429;110.0;74.20;12332.7;3.375;-41.750;32.509;203.160;7.4;66673
$;01:05:11;07:02:45;20.07.2019;Y;08;43 42.74969 N;006 00.93820 E;50.787;94.0;81.83;12339.2;3.375;-41.250;0.100;203.199;7.4;66673
$;01:05:13;07:02:47;20.07.2019;Y;08;43 42.75389 N;006 00.97519 E;49.246;91.2;78.78;12346.8;3.250;-41.500;0.100;202.910;7.4;66673
$;01:05:15;07:02:49;20.07.2019;Y;08;43 42.76119 N;006 01.01566 E;59.081;109.4;74.44;12353.8;3.250;-41.750;0.100;202.789;7.4;66673
$;01:05:17;07:02:51;20.07.2019;Y;08;43 42.76999 N;006 01.06143 E;62.354;115.4;76.09;12361.6;3.250;-42.0;0.100;202.410;7.4;66673
$;01:05:19;07:02:53;20.07.2019;Y;08;43 42.77674 N;006 01.10368 E;51.220;94.8;78.74;12368.7;3.125;-42.250;20.706;202.190;7.4;66673
$;01:05:21;07:02:55;20.07.2019;Y;08;43 42.78314 N;006 01.13952 E;47.672;88.2;73.73;12374.6;3.125;-41.875;0.100;202.160;7.4;66673
$;01:05:23;07:02:57;20.07.2019;Y;08;43 42.79194 N;006 01.17805 E;57.191;105.9;73.46;12381.3;3.250;-42.0;0.100;201.949;7.4;66673
$;01:05:25;07:02:59;20.07.2019;Y;08;43 42.79936 N;006 01.22246 E;59.730;110.6;79.51;12387.8;3.250;-42.125;9.163;201.729;7.4;66673
$;01:05:27;07:03:01;20.07.2019;Y;08;43 42.80439 N;006 01.26361 E;50.236;93.0;79.44;12393.6;3.250;-41.500;6.264;201.419;7.2;66673
$;01:05:29;07:03:03;20.07.2019;Y;08;43 42.81134 N;006 01.29881 E;46.866;86.7;71.32;12399.8;3.125;-41.500;0.100;201.29;7.3;66673
$;01:05:31;07:03:05;20.07.2019;Y;08;43 42.82001 N;006 01.33577 E;54.485;100.9;73.95;12406.7;3.125;-41.375;13.931;200.779;7.3;66673
$;01:05:33;07:03:07;20.07.2019;Y;08;43 42.82603 N;006 01.37856 E;57.087;105.7;81.92;12413.2;3.125;-40.875;0.100;200.699;7.3;66673
$;01:05:35;07:03:09;20.07.2019;Y;08;43 42.83036 N;006 01.41948 E;51.874;96.0;79.34;12420.3;3.0;-41.375;0.100;200.639;7.4;66673
$;01:05:37;07:03:11;20.07.2019;Y;08;43 42.83790 N;006 01.45778 E;53.472;99.0;71.55;12428.1;3.0;-41.625;0.100;200.330;7.3;66673
$;01:05:39;07:03:13;20.07.2019;Y;08;43 42.84724 N;006 01.49927 E;59.415;110.0;75.25;12435.1;2.875;-41.375;1.884;200.59;7.3;66673
